sample,fastq_1,fastq_2,batch,run
1250,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/1250_S24_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/1250_S24_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
14-346661,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/14-346661_S19_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/14-346661_S19_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
1734,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/1734_S20_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/1734_S20_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
3956,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/3956_S31_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/3956_S31_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
5014,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/5014_S23_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/5014_S23_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6091,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6091_S30_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6091_S30_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
611,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/611_S29_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/611_S29_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6472,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6472_S26_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6472_S26_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6547,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6547_S27_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6547_S27_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6752,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6752_S25_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6752_S25_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
6934,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6934_S2_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/6934_S2_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
7021,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7021_S1_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7021_S1_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
7078,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7078_S3_L001_R1_001.fastq.gz,/labs/jandr/walter/tb/data/MT02_MTB_2021-10-29/7078_S3_L001_R2_001.fastq.gz,MT02_MTB_2021-10-29,MT02_MTB_2021-10-29
